fact,year,date,source
1202: Georgian-Seljuk wars: At the Battle of Basian the Kingdom of Georgia defeats the Sultanate of Rum.,1202,7/27,wikipedia/muffinlabs
"1663: The English Parliament passes the second Navigation Act requiring that all goods bound for the American colonies have to be sent in English ships from English ports. After the Acts of Union 1707, Scotland would be included in the Act.",1663,7/27,wikipedia/muffinlabs
"1775: Founding of the U.S. Army Medical Department:  The Second Continental Congress passes legislation establishing ""an hospital for an army consisting of 20,000 men.""",1775,7/27,wikipedia/muffinlabs
1778: American Revolution: First Battle of Ushant: British and French fleets fight to a standoff.,1778,7/27,wikipedia/muffinlabs
"1789: The first U.S. federal government agency, the Department of Foreign Affairs, is established (it will be later renamed Department of State).",1789,7/27,wikipedia/muffinlabs
"1857: Indian Rebellion: Sixty-eight men hold out for eight days against a force of 2,500 to 3,000 mutinying sepoys and 8,000 irregular forces.",1857,7/27,wikipedia/muffinlabs
"1919: The Chicago Race Riot erupts after a racial incident occurred on a South Side beach, leading to 38 fatalities and 537 injuries over a five-day period.",1919,7/27,wikipedia/muffinlabs
"1953: Korean War: Cessation of hostilities is achieved when the United States, China, and North Korea sign an armistice agreement. Syngman Rhee, President of South Korea, refuses to sign but pledges to observe the armistice.",1953,7/27,wikipedia/muffinlabs
"1959: The Continental League is announced as baseball's ""third major league"" in the United States.",1959,7/27,wikipedia/muffinlabs
"1964: Vietnam War: Five thousand more American military advisers are sent to South Vietnam bringing the total number of United States forces in Vietnam to 21,000.",1964,7/27,wikipedia/muffinlabs
1974: Watergate scandal: The House of Representatives Judiciary Committee votes 27 to 11 to recommend the first article of impeachment (for obstruction of justice) against President Richard Nixon.,1974,7/27,wikipedia/muffinlabs
"1990: The Byelorussian Soviet Republic declares independence from the Soviet Union, becoming the Republic of Belarus. Until 1996, the day is celebrated as the Independence Day of Belarus; after a referendum held that year, the celebration of independence is moved to June 3.",1990,7/27,wikipedia/muffinlabs
"1995: The Korean War Veterans Memorial is dedicated in Washington, D.C.",1995,7/27,wikipedia/muffinlabs
"1996: In Atlanta, United States, a pipe bomb explodes at Centennial Olympic Park during the 1996 Summer Olympics.",1996,7/27,wikipedia/muffinlabs
"2005: After an incident during STS-114, NASA grounds the Space Shuttle, pending an investigation of the continuing problem with the shedding of foam insulation from the external fuel tank.",2005,7/27,wikipedia/muffinlabs
2015: At least seven people are killed and many injured after gunmen attack an Indian police station in Punjab.,2015,7/27,wikipedia/muffinlabs
"1778: Constitution of the province of Cantabria ratified at the Assembly Hall in Bárcena la Puente, Reocín, Spain.",1778,7/28,wikipedia/muffinlabs
1821: José de San Martín declares the independence of Peru from Spain.,1821,7/28,wikipedia/muffinlabs
"1854: USS Constellation (1854), the last all-sail warship built by the United States Navy and current museum ship in Baltimore Harbor, is commissioned.",1854,7/28,wikipedia/muffinlabs
"1864: American Civil War: In the Battle of Ezra Church, Confederate troops make a third unsuccessful attempt under General John Bell Hood to prevent Union forces led by General William T. Sherman from approaching Atlanta, Georgia.",1864,7/28,wikipedia/muffinlabs
"1866: At the age of 18, Vinnie Ream becomes the first and youngest female artist to receive a commission from the United States government for a statue (of Abraham Lincoln).",1866,7/28,wikipedia/muffinlabs
"1868: The 14th Amendment to the United States Constitution is certified, establishing African American citizenship and guaranteeing due process of law.",1868,7/28,wikipedia/muffinlabs
1915: The United States begins a 19-year occupation of Haiti.,1915,7/28,wikipedia/muffinlabs
"1917: Anti-lynching movement: The Silent Parade takes place in New York City, in protest against murders, lynchings, and other violence directed towards African Americans.",1917,7/28,wikipedia/muffinlabs
"1932: During the Great Depression, U.S. president Herbert Hoover orders the United States Army to forcibly evict the ""Bonus Army"" of World War I veterans gathered in Washington, D.C.",1932,7/28,wikipedia/muffinlabs
1945: A U.S. Army B-25 bomber crashes into the 79th floor of the Empire State Building killing 14 and injuring 26.,1945,7/28,wikipedia/muffinlabs
"1965: Vietnam War: U.S. president Lyndon B. Johnson announces his order to increase the number of United States troops in South Vietnam from 75,000 to 125,000.",1965,7/28,wikipedia/muffinlabs
"1996: The remains of a prehistoric man are discovered near Kennewick, Washington. Such remains will be known as the Kennewick Man.",1996,7/28,wikipedia/muffinlabs
2005: The Provisional Irish Republican Army calls an end to its thirty-year-long armed campaign against British rule in Northern Ireland.,2005,7/28,wikipedia/muffinlabs
2017: Nawaz Sharif was disqualified from office for life by Supreme Court of Pakistan after finding him guilty of corruption charges.,2017,7/28,wikipedia/muffinlabs
1775: Founding of the U.S. Army Judge Advocate General's Corps: General George Washington appoints William Tudor as Judge Advocate of the Continental Army.,1775,7/29,wikipedia/muffinlabs
"1836: Inauguration of the Arc de Triomphe in Paris, France.",1836,7/29,wikipedia/muffinlabs
1858: United States and Japan sign the Harris Treaty.,1858,7/29,wikipedia/muffinlabs
"1862: American Civil War: Confederate spy Belle Boyd is arrested by Union troops and detained at the Old Capitol Prison in Washington, D.C.",1862,7/29,wikipedia/muffinlabs
"1871: The Connecticut Valley Railroad opens between Old Saybrook, Connecticut and Hartford, Connecticut in the United States.",1871,7/29,wikipedia/muffinlabs
"1910: The two-day Slocum massacre commences in Texas, a race riot in which more than 100 African Americans are murdered.",1910,7/29,wikipedia/muffinlabs
"1932: Great Depression: In Washington, D.C., troops disperse the last of the ""Bonus Army"" of World War I veterans using arson, bayonets, sabers, tanks, tear gas, and vomit gas.",1932,7/29,wikipedia/muffinlabs
"1950: Korean War: After four days, the No Gun Ri Massacre ends when the US Army 7th Cavalry Regiment is withdrawn.",1950,7/29,wikipedia/muffinlabs
"1958: U.S. President Dwight D. Eisenhower signs into law the National Aeronautics and Space Act, which creates the National Aeronautics and Space Administration (NASA).",1958,7/29,wikipedia/muffinlabs
1959: First United States Congress elections in Hawaii as a state of the Union.,1959,7/29,wikipedia/muffinlabs
"1965: Vietnam War: The first 4,000 101st Airborne Division paratroopers arrive in Vietnam, landing at Cam Ranh Bay.",1965,7/29,wikipedia/muffinlabs
"1967: Vietnam War: Off the coast of North Vietnam the USS Forrestal catches on fire in the worst U.S. naval disaster since World War II, killing 134.",1967,7/29,wikipedia/muffinlabs
"1976: In New York City, David Berkowitz (a.k.a. the ""Son of Sam"") kills one person and seriously wounds another in the first of a series of attacks.",1976,7/29,wikipedia/muffinlabs
1987: British Prime Minister Margaret Thatcher and President of France François Mitterrand sign the agreement to build a tunnel under the English Channel (Channel Tunnel).,1987,7/29,wikipedia/muffinlabs
1987: Prime Minister of India Rajiv Gandhi and President of Sri Lanka J. R. Jayewardene sign the Indo-Sri Lanka Accord on ethnic issues.,1987,7/29,wikipedia/muffinlabs
1993: The Supreme Court of Israel acquits alleged Nazi death camp guard John Demjanjuk of all charges and he is set free.,1993,7/29,wikipedia/muffinlabs
1996: The child protection portion of the Communications Decency Act is struck down by a U.S. federal court as too broad.,1996,7/29,wikipedia/muffinlabs
"2010: An overloaded passenger ferry capsizes on the Kasai River in Bandundu Province, Democratic Republic of the Congo, resulting in at least 80 deaths.",2010,7/29,wikipedia/muffinlabs
"1609: Beaver Wars: At Ticonderoga (now Crown Point, New York), Samuel de Champlain shoots and kills two Iroquois chiefs on behalf of his native allies.",1609,7/30,wikipedia/muffinlabs
"1619: In Jamestown, Virginia, the first Colonial European representative assembly in the Americas, the Virginia General Assembly, convenes for the first time.",1619,7/30,wikipedia/muffinlabs
"1645: English Civil War: Scottish Covenanter forces under the Earl of Leven launch the Siege of Hereford, a remaining Royalist stronghold.",1645,7/30,wikipedia/muffinlabs
"1676: Nathaniel Bacon issues the ""Declaration of the People of Virginia"", beginning Bacon's Rebellion against the rule of Governor William Berkeley.",1676,7/30,wikipedia/muffinlabs
"1729: Founding of Baltimore, Maryland.",1729,7/30,wikipedia/muffinlabs
1733: The first Masonic Grand Lodge in the future United States is constituted in Massachusetts.,1733,7/30,wikipedia/muffinlabs
1863: American Indian Wars: Representatives of the United States and tribal leaders including Chief Pocatello (of the Shoshone)  sign the Treaty of Box Elder.,1863,7/30,wikipedia/muffinlabs
"1864: American Civil War: Battle of the Crater: Union forces attempt to break Confederate lines at Petersburg, Virginia by exploding a large bomb under their trenches.",1864,7/30,wikipedia/muffinlabs
"1865: The steamboat Brother Jonathan sinks off the coast of Crescent City, California, killing 225 passengers, the deadliest shipwreck on the Pacific Coast of the U.S. at the time.",1865,7/30,wikipedia/muffinlabs
"1866: Armed Confederate veterans in New Orleans riot against a meeting of Radical Republicans, killing 48 people and injuring another 100.",1866,7/30,wikipedia/muffinlabs
"1916: The Black Tom explosion in New York Harbor kills four and destroys some $20,000,000 worth of military goods.",1916,7/30,wikipedia/muffinlabs
"1945: World War II: Japanese submarine I-58 sinks the USS Indianapolis, killing 883 seamen. Most die during the following four days, until an aircraft notices the survivors.",1945,7/30,wikipedia/muffinlabs
"1956: A joint resolution of the U.S. Congress is signed by President Dwight D. Eisenhower, authorizing In God We Trust as the U.S. national motto.",1956,7/30,wikipedia/muffinlabs
"1965: U.S. president Lyndon B. Johnson signs the Social Security Act of 1965 into law, establishing Medicare and Medicaid.",1965,7/30,wikipedia/muffinlabs
1969: Vietnam War: U.S. president Richard Nixon makes an unscheduled visit to South Vietnam and meets with President Nguyễn Văn Thiệu and U.S. military commanders.,1969,7/30,wikipedia/muffinlabs
"1971: Apollo program: On Apollo 15, David Scott and James Irwin in the Apollo Lunar Module Falcon land on the Moon with the first Lunar Rover.",1971,7/30,wikipedia/muffinlabs
1974: Watergate scandal: U.S. President Richard Nixon releases subpoenaed White House recordings after being ordered to do so by the Supreme Court of the United States.,1974,7/30,wikipedia/muffinlabs
"1975: Jimmy Hoffa disappears from the parking lot of the Machus Red Fox restaurant in Bloomfield Hills, Michigan, a suburb of Detroit, at about 2:30 p.m. He is never seen or heard from again.",1975,7/30,wikipedia/muffinlabs
1980: Vanuatu gains independence.,1980,7/30,wikipedia/muffinlabs
2020: NASA's Mars 2020 mission was launched on an Atlas V rocket from Cape Canaveral Air Force Station.,2020,7/30,wikipedia/muffinlabs
"1715: Seven days after a Spanish treasure fleet of 12 ships left Havana, Cuba for Spain, 11 of them sink in a storm off the coast of Florida. A few centuries later, treasure is salvaged from these wrecks.",1715,7/31,wikipedia/muffinlabs
"1777: The U.S. Second Continental Congress passes a resolution that the services of Gilbert du Motier, Marquis de Lafayette ""be accepted, and that, in consideration of his zeal, illustrious family and connexions, he have the rank and commission of major-general of the United States.""",1777,7/31,wikipedia/muffinlabs
"1790: The first U.S. patent is issued, to inventor Samuel Hopkins for a potash process.",1790,7/31,wikipedia/muffinlabs
"1874: Patrick Francis Healy became the first African-American inaugurated as president of a predominantly white university, Georgetown University.",1874,7/31,wikipedia/muffinlabs
"1948: At Idlewild Field in New York, New York International Airport (later renamed John F. Kennedy International Airport) is dedicated.",1948,7/31,wikipedia/muffinlabs
1971: Apollo program: the Apollo 15 astronauts become the first to ride in a lunar rover.,1971,7/31,wikipedia/muffinlabs
"1972: The Troubles: In Operation Motorman, the British Army re-takes the urban no-go areas of Northern Ireland. It is the biggest British military operation since the Suez Crisis of 1956, and the biggest in Ireland since the Irish War of Independence. Later that day, nine civilians are killed by car bombs in the village of Claudy.",1972,7/31,wikipedia/muffinlabs
"1973: A Delta Air Lines jetliner, flight DL 723 crashes while landing in fog at Logan International Airport, Boston, Massachusetts killing 89.",1973,7/31,wikipedia/muffinlabs
"1991: The United States and Soviet Union both sign the START I Strategic Arms Reduction Treaty, the first to reduce (with verification) both countries' stockpiles.",1991,7/31,wikipedia/muffinlabs
1992: The nation of Georgia joins the United Nations.,1992,7/31,wikipedia/muffinlabs
"1999: Discovery Program: Lunar Prospector: NASA intentionally crashes the spacecraft into the Moon, thus ending its mission to detect frozen water on the Moon's surface.",1999,7/31,wikipedia/muffinlabs
1620: Speedwell leaves Delfshaven to bring pilgrims to America by way of England.,1620,8/1,wikipedia/muffinlabs
"1714: George, Elector of Hanover, becomes King George I of Great Britain, marking the beginning of the Georgian era of British history.",1714,8/1,wikipedia/muffinlabs
1798: French Revolutionary Wars: Battle of the Nile (Battle of Aboukir Bay): Battle begins when a British fleet engages the French Revolutionary Navy fleet in an unusual night action.,1798,8/1,wikipedia/muffinlabs
1801: First Barbary War: The American schooner USS Enterprise captures the Tripolitan polacca Tripoli in a single-ship action off the coast of modern-day Libya.,1801,8/1,wikipedia/muffinlabs
"1834: Slavery is abolished in the British Empire as the Slavery Abolition Act 1833 comes into force, although it remains legal in the possessions of the East India Company until the passage of the Indian Slavery Act, 1843.",1834,8/1,wikipedia/muffinlabs
"1842: The Lombard Street riot erupts in Philadelphia, Pennsylvania, United States.",1842,8/1,wikipedia/muffinlabs
1876: Colorado is admitted as the 38th U.S. state.,1876,8/1,wikipedia/muffinlabs
"1894: The Empire of Japan and Qing China declare war on each other after a week of fighting over Korea, formally inaugurating the First Sino-Japanese War.",1894,8/1,wikipedia/muffinlabs
1911: Harriet Quimby takes her pilot's test and becomes the first U.S. woman to earn an Aero Club of America aviator's certificate.,1911,8/1,wikipedia/muffinlabs
1927: The Nanchang Uprising marks the first significant battle in the Chinese Civil War between the Kuomintang and Chinese Communist Party. This day is commemorated as the anniversary of the founding of the People's Liberation Army.,1927,8/1,wikipedia/muffinlabs
"1937: Josip Broz Tito reads the resolution ""Manifesto of constitutional congress of KPH"" to the constitutive congress of KPH (Croatian Communist Party) in woods near Samobor.",1937,8/1,wikipedia/muffinlabs
"1943: World War II: Operation Tidal Wave, also known as ""Black Sunday"", was a failed American attempt to destroy Romanian oil fields.",1943,8/1,wikipedia/muffinlabs
1950: Guam is organized as an unincorporated territory of the United States as the President Harry S. Truman signs the Guam Organic Act.,1950,8/1,wikipedia/muffinlabs
1957: The United States and Canada form the North American Aerospace Defense Command (NORAD).,1957,8/1,wikipedia/muffinlabs
1960: Dahomey (later renamed Benin) declares independence from France.,1960,8/1,wikipedia/muffinlabs
"1961: U.S. Defense Secretary Robert McNamara orders the creation of the Defense Intelligence Agency (DIA), the nation's first centralized military espionage organization.",1961,8/1,wikipedia/muffinlabs
1964: The former Belgian Congo is renamed the Democratic Republic of the Congo.,1964,8/1,wikipedia/muffinlabs
1966: Charles Whitman kills 15 people at the University of Texas at Austin before being killed by the police.,1966,8/1,wikipedia/muffinlabs
"1971: The Concert for Bangladesh, organized by former Beatle George Harrison, is held at Madison Square Garden in New York City.",1971,8/1,wikipedia/muffinlabs
1980: Vigdís Finnbogadóttir is elected President of Iceland and becomes the world's first democratically elected female head of state.,1980,8/1,wikipedia/muffinlabs
"1981: MTV begins broadcasting in the United States and airs its first video, ""Video Killed the Radio Star"" by The Buggles.",1981,8/1,wikipedia/muffinlabs
1993: The Great Mississippi and Missouri Rivers Flood of 1993 comes to a peak.,1993,8/1,wikipedia/muffinlabs
"1998: Puntland, an autonomous state in northeastern Somalia, was officially established following a constitutional conference in Garowe, Issims and tribal chiefs agreed to create a self-declared government until Somalia recovered.",1998,8/1,wikipedia/muffinlabs
"2007: The I-35W Mississippi River bridge spanning the Mississippi River in Minneapolis, Minnesota, collapses during the evening rush hour, killing 13 people and injuring 145.",2007,8/1,wikipedia/muffinlabs
"2023: Former US President Donald Trump is indicted for his role in the January 6 United States Capitol attack, his third indictment in 2023.",2023,8/1,wikipedia/muffinlabs
1776: The signing of the United States Declaration of Independence takes place.,1776,8/2,wikipedia/muffinlabs
1790: The first United States Census is conducted.,1790,8/2,wikipedia/muffinlabs
1798: French Revolutionary Wars: The Battle of the Nile concludes in a British victory.,1798,8/2,wikipedia/muffinlabs
1923: U.S. Vice President Calvin Coolidge becomes president upon the death of President Warren G. Harding.,1923,8/2,wikipedia/muffinlabs
1934: Reichskanzler Adolf Hitler becomes Führer of Germany following the death of President Paul von Hindenburg.,1934,8/2,wikipedia/muffinlabs
"1937: The Marihuana Tax Act of 1937 is passed in America, the effect of which is to render marijuana and all its by-products illegal.",1937,8/2,wikipedia/muffinlabs
"1939: Albert Einstein and Leo Szilard write a letter to Franklin D. Roosevelt, urging him to begin the Manhattan Project to develop a nuclear weapon.",1939,8/2,wikipedia/muffinlabs
"1943: World War II: After the Motor Torpedo Boat PT-109 is rammed and sunk by the Japanese destroyer Amagiri, Lt. John F. Kennedy, future U.S. president, saves all but two of his crew.",1943,8/2,wikipedia/muffinlabs
"1947: A British South American Airways Avro Lancastrian airliner crashes into a mountain during a flight from Buenos Aires, Argentina to Santiago, Chile. The wreckage would not be found until 1998.",1947,8/2,wikipedia/muffinlabs
1989: A massacre is carried out by an Indian Peace Keeping Force in Sri Lanka killing 64 ethnic Tamil civilians.,1989,8/2,wikipedia/muffinlabs
"1527: The first known letter from North America is sent by John Rut while at St. John's, Newfoundland.",1527,8/3,wikipedia/muffinlabs
1778: The theatre La Scala in Milan is inaugurated with the première of Antonio Salieri's Europa riconosciuta.,1778,8/3,wikipedia/muffinlabs
"1795: Treaty of Greenville is signed, ending the Northwest Indian War in the Ohio Country.",1795,8/3,wikipedia/muffinlabs
"1829: The Treaty of Lewistown is signed by the Shawnee and Seneca peoples, exchanging land in Ohio for land west of the Mississippi River.",1829,8/3,wikipedia/muffinlabs
1852: Harvard University wins the first Boat Race between Yale University and Harvard. The race is also known as the first ever American intercollegiate athletic event.,1852,8/3,wikipedia/muffinlabs
"1859: The American Dental Association is founded in Niagara Falls, New York.",1859,8/3,wikipedia/muffinlabs
1907: Judge Kenesaw Mountain Landis fines Standard Oil of Indiana a record $29.4 million for illegal rebating to freight carriers; the conviction and fine are later reversed on appeal.,1907,8/3,wikipedia/muffinlabs
"1921: Major League Baseball Commissioner Kenesaw Mountain Landis confirms the ban of the eight Chicago Black Sox, the day after they were acquitted by a Chicago court.",1921,8/3,wikipedia/muffinlabs
"1946: Santa Claus Land, the world's first themed amusement park, opens in Santa Claus, Indiana, United States.",1946,8/3,wikipedia/muffinlabs
1949: The Basketball Association of America and the National Basketball League finalize the merger that would create the National Basketball Association.,1949,8/3,wikipedia/muffinlabs
1960: Niger gains independence from France.,1960,8/3,wikipedia/muffinlabs
1972: The United States Senate ratifies the Anti-Ballistic Missile Treaty.,1972,8/3,wikipedia/muffinlabs
2004: The pedestal of the Statue of Liberty reopens after being closed since the September 11 attacks.,2004,8/3,wikipedia/muffinlabs
2005: President of Mauritania Maaouya Ould Sid'Ahmed Taya is overthrown in a military coup while attending the funeral of King Fahd in Saudi Arabia.,2005,8/3,wikipedia/muffinlabs
"2019: Twenty-three people are killed and 22 injured in a mass shooting in El Paso, Texas.",2019,8/3,wikipedia/muffinlabs
1327: First War of Scottish Independence: James Douglas leads a raid into Weardale and almost kills Edward III of England.,1327,8/4,wikipedia/muffinlabs
1789: France: abolition of feudalism by the National Constituent Assembly.,1789,8/4,wikipedia/muffinlabs
1790: A newly passed tariff act creates the Revenue Cutter Service (the forerunner of the United States Coast Guard).,1790,8/4,wikipedia/muffinlabs
1796: French Revolutionary Wars: Napoleon leads the French Army of Italy to victory in the Battle of Lonato.,1796,8/4,wikipedia/muffinlabs
1814: War of 1812: The ultimately unsuccessful Siege of Fort Erie begins as British forces attempt to recapture the fort and drive American forces out of Canada.,1814,8/4,wikipedia/muffinlabs
"1873: American Indian Wars: While protecting a railroad survey party in Montana, the United States 7th Cavalry, under Lieutenant Colonel George Armstrong Custer clashes for the first time with the Cheyenne and Lakota people near the Tongue River; only one man on each side is killed.",1873,8/4,wikipedia/muffinlabs
"1887: Granny, a sea anemone, died in Edinburgh after nearly 60 years in captivity. Her death was reported in The Scotsman and The New York Times.",1887,8/4,wikipedia/muffinlabs
"1889: The Great Fire of Spokane, Washington destroys some 32 blocks of the city, prompting a mass rebuilding project.",1889,8/4,wikipedia/muffinlabs
"1892: The father and stepmother of Lizzie Borden are found murdered in their Fall River, Massachusetts home. She will be tried and acquitted for the crimes a year later.",1892,8/4,wikipedia/muffinlabs
"1914: World War I: In response to the German invasion of Belgium, Belgium and the British Empire declare war on Germany. The United States declares its neutrality.",1914,8/4,wikipedia/muffinlabs
1936: Prime Minister of Greece Ioannis Metaxas suspends parliament and the Constitution and establishes the 4th of August Regime.,1936,8/4,wikipedia/muffinlabs
"1944: Under the state of emergency law, the Finnish Parliament elects Marshal C. G. E. Mannerheim as the President of Finland to replace the resigned Risto Ryti.",1944,8/4,wikipedia/muffinlabs
1947: The Supreme Court of Japan is established.,1947,8/4,wikipedia/muffinlabs
"1964: Civil rights movement: Civil rights workers Michael Schwerner, Andrew Goodman and James Chaney are found dead in Mississippi after disappearing on June 21.",1964,8/4,wikipedia/muffinlabs
1964: Second Gulf of Tonkin Incident: U.S. destroyers USS Maddox and USS Turner Joy mistakenly report coming under attack in the Gulf of Tonkin.,1964,8/4,wikipedia/muffinlabs
"1965: The Constitution of the Cook Islands comes into force, giving the Cook Islands self-governing status within New Zealand.",1965,8/4,wikipedia/muffinlabs
"1969: Vietnam War: At the apartment of French intermediary Jean Sainteny in Paris, American representative Henry Kissinger and North Vietnamese representative Xuân Thuỷ begin secret peace negotiations. The negotiations will eventually fail.",1969,8/4,wikipedia/muffinlabs
"1972: Ugandan President Idi Amin announces that Uganda is no longer responsible for the care of British subjects of Asian origin, beginning the expulsions of Ugandan Asians.",1972,8/4,wikipedia/muffinlabs
"1975: The Japanese Red Army takes more than 50 hostages at the AIA Building housing several embassies in Kuala Lumpur, Malaysia. The hostages include the U.S. consul and the Swedish Chargé d'affaires. The gunmen win the release of five imprisoned comrades and fly with them to Libya.",1975,8/4,wikipedia/muffinlabs
1977: U.S. President Jimmy Carter signs legislation creating the United States Department of Energy.,1977,8/4,wikipedia/muffinlabs
"1983: Jean-Baptiste Ouédraogo, president of the military government of Upper Volta, is ousted from power in a coup d'état led by Captain Thomas Sankara.",1983,8/4,wikipedia/muffinlabs
"1995: Operation Storm, the last major battle of the Croatian War of Independence begins.",1995,8/4,wikipedia/muffinlabs
2007: NASA's Phoenix Mars lander is launched.,2007,8/4,wikipedia/muffinlabs
"2018: Syrian civil war: The Syrian Democratic Forces (SDF) expel the Islamic State of Iraq and the Levant (ISIL) from the Iraq-Syria border, concluding the second phase of the Deir ez-Zor campaign.",2018,8/4,wikipedia/muffinlabs
"2018: Crisis in Venezuela: Seven people are injured when two drones detonate explosives on Avenida Bolívar, Caracas while president Nicolás Maduro is giving a speech to the Venezuelan National Guard.",2018,8/4,wikipedia/muffinlabs
"2019: Nine people are killed and 26 injured in a shooting in Dayton, Ohio. This comes only 13 hours after another mass shooting in El Paso, Texas, where 23 people were killed.",2019,8/4,wikipedia/muffinlabs
"1305: First Scottish War of Independence: Sir John Stewart of Menteith, the pro-English Sheriff of Dumbarton, successfully manages to capture Sir William Wallace of Scotland, leading to Wallace's subsequent execution by hanging, evisceration, drawing and quartering, and beheading 18 days later.",1305,8/5,wikipedia/muffinlabs
"1583: Sir Humphrey Gilbert establishes the first English colony in North America, at what is now St. John's, Newfoundland and Labrador.",1583,8/5,wikipedia/muffinlabs
"1620: The Mayflower departs from Southampton, England, carrying would-be settlers, on its first attempt to reach North America; it is forced to dock in Dartmouth when its companion ship, the Speedwell, springs a leak.",1620,8/5,wikipedia/muffinlabs
"1735: Freedom of the press: New York Weekly Journal writer John Peter Zenger is acquitted of seditious libel against the royal governor of New York, on the basis that what he had published was true.",1735,8/5,wikipedia/muffinlabs
1763: Pontiac's War: Battle of Bushy Run: British forces led by Henry Bouquet defeat Chief Pontiac's Indians at Bushy Run.,1763,8/5,wikipedia/muffinlabs
1796: The Battle of Castiglione in Napoleon's first Italian campaigns of the French Revolutionary Wars results in a French victory.,1796,8/5,wikipedia/muffinlabs
1824: Greek War of Independence: Konstantinos Kanaris leads a Greek fleet to victory against Ottoman and Egyptian naval forces in the Battle of Samos.,1824,8/5,wikipedia/muffinlabs
"1861: American Civil War: In order to help pay for the war effort, the United States government levies the first income tax as part of the Revenue Act of 1861 (3% of all incomes over US$800; rescinded in 1872).",1861,8/5,wikipedia/muffinlabs
1861: The United States Army abolishes flogging.,1861,8/5,wikipedia/muffinlabs
"1862: American Civil War: Battle of Baton Rouge: Along the Mississippi River near Baton Rouge, Louisiana, Confederate troops attempt to take the city, but are driven back by fire from Union gunboats.",1862,8/5,wikipedia/muffinlabs
"1864: American Civil War: The Battle of Mobile Bay begins at Mobile Bay near Mobile, Alabama, Admiral David Farragut leads a Union flotilla through Confederate defenses and seals one of the last major Southern ports.",1864,8/5,wikipedia/muffinlabs
1884: The cornerstone for the Statue of Liberty is laid on Bedloe's Island (now Liberty Island) in New York Harbor.,1884,8/5,wikipedia/muffinlabs
"1906: Persian Constitutional Revolution: Mozaffar ad-Din Shah Qajar, King of Iran, agrees to convert the government to a constitutional monarchy.",1906,8/5,wikipedia/muffinlabs
1914: World War I: The guns of Point Nepean fort at Port Phillip Heads in Victoria (Australia) fire across the bows of the Norddeutscher Lloyd steamer SS Pfalz which is attempting to leave the Port of Melbourne in ignorance of the declaration of war and she is detained; this is said to be the first Allied shot of the War.,1914,8/5,wikipedia/muffinlabs
"1914: In Cleveland, Ohio, the first electric traffic light is installed.",1914,8/5,wikipedia/muffinlabs
"1957: American Bandstand, a show dedicated to the teenage ""baby-boomers"" by playing the songs and showing popular dances of the time, debuts on the ABC television network.",1957,8/5,wikipedia/muffinlabs
1962: American actress Marilyn Monroe is found dead at her home from a drug overdose.,1962,8/5,wikipedia/muffinlabs
"1963: Cold War: The United States, the United Kingdom, and the Soviet Union sign the Partial Nuclear Test Ban Treaty.",1963,8/5,wikipedia/muffinlabs
1964: Vietnam War: Operation Pierce Arrow: American aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in retaliation for strikes against U.S. destroyers in the Gulf of Tonkin.,1964,8/5,wikipedia/muffinlabs
"1966: A group of red guards at Experimental High in Beijing, including Deng Rong and Liu Pingping, daughters of Deng Xiaoping and Liu Shaoqi respectively, beat the deputy vice principal, Bian Zhongyun, to death with sticks after accusing her of counter-revolutionary revisionism, producing one of the first fatalities of the Cultural Revolution.",1966,8/5,wikipedia/muffinlabs
"1969: The Lonesome Cowboys police raid occurs in Atlanta, Georgia, leading to the creation of the Georgia Gay Liberation Front.",1969,8/5,wikipedia/muffinlabs
"1974: Watergate scandal: President Richard Nixon, under orders of the US Supreme Court, releases the ""Smoking Gun"" tape, recorded on June 23, 1972, clearly revealing his actions in covering up and interfering investigations into the break-in. His political support vanishes completely.",1974,8/5,wikipedia/muffinlabs
"1981: President Ronald Reagan fires 11,359 striking air-traffic controllers who ignored his order for them to return to work.",1981,8/5,wikipedia/muffinlabs
2008: The New England Revolution win the 2008 North American SuperLiga final against the Houston Dynamo.,2008,8/5,wikipedia/muffinlabs
1777: American Revolutionary War: The bloody Battle of Oriskany prevents American relief of the Siege of Fort Stanwix.,1777,8/6,wikipedia/muffinlabs
"1787: Sixty proof sheets of the Constitution of the United States are delivered to the Constitutional Convention in Philadelphia, Pennsylvania.",1787,8/6,wikipedia/muffinlabs
1819: Norwich University is founded in Vermont as the first private military school in the United States.,1819,8/6,wikipedia/muffinlabs
1824: Peruvian War of Independence: Patriot forces led by Simón Bolívar defeat the Spanish Royalist army in the Battle of Junín.,1824,8/6,wikipedia/muffinlabs
1825: The Bolivian Declaration of Independence is proclaimed.,1825,8/6,wikipedia/muffinlabs
1861: Britain imposes the Lagos Treaty of Cession to suppress slavery in what is now Nigeria.,1861,8/6,wikipedia/muffinlabs
"1862: American Civil War: The Confederate ironclad CSS Arkansas is scuttled on the Mississippi River after suffering catastrophic engine failure near Baton Rouge, Louisiana.",1862,8/6,wikipedia/muffinlabs
"1890: At Auburn Prison in New York, murderer William Kemmler becomes the first person to be executed by electric chair.",1890,8/6,wikipedia/muffinlabs
1942: Queen Wilhelmina of the Netherlands becomes the first reigning queen to address a joint session of the United States Congress.,1942,8/6,wikipedia/muffinlabs
